sentiment,text
1.0,Từ trước chưa đủ tiền mua dùng iphone bao _ giờ nay thật thật _ vọng vì thời _ lượng pin nó lại quá bèo
1.0,cùi thật
1.0,Hàng Samsung mua xong hối _ hận không ki p đó là lý _ do lúc mới ra thì đắt hãng đưa giá ảo sau đó ế giảm  mà hãng vẫn còn lãi
1.0,Ủa nó kết _ nối với wp được hả bạn Mình cũng định mua nhưng thấy màn _ hình nhỏ quá lại thôi  màn _ hình   ngon hơn Kết _ nối lung _ tung phức _ tạp
1.0,Cái này mấy cái đồng _ hồ thông _ minh  nghìn của TQ đều làm được hết không có gì lạ
1.0,Tính _ năng chẳng bao _ giờ dùng tới Thừa
1.0,chán chả kết _ nối được với win _ phone
1.0,Thua 
1.0,Mình có cái đt philips hư pin mà chẵng có biết đậu là hảng bảo _ hành phụ _ kiện thì khó mua không dám dùng philip nửa
1.0,Hàng philips này mà hỏng thì vứt xó có  đt philips pin trâu rốt _ cuộc mua về xài giờ hư pin không mua được hãng bảo _ hành thì không có chán hàng philips quá
1.0, tính _ năng thừa Mất nhiều tiền mua smatphon rồi lại để trong túi rút cái đt dỏm ra để nghe thì nó giải _ quyết gì Rồi lại bật blutoot suốt thì để tôn pin a đúng là nực _ cười  chức _ năng sớm chết _ yểu
1.0,Hàng LG mới hay lỗi vặt nhé đột _ tử lúc _ nào không biết
1.0,Các dòng tầm trung của LG bị nhược _ điểm là màn _ hình rất dễ bị loạn cảm _ ứng Trước mình đã thử qua dòng LG _ optimus _ G _ pro hiệu _ năng ổn nhưng _ mà lúc hư cảm _ ứng thì rất khó _ chịu đã sửa nhưng tình _ trạng vẫn bị Pin kém nữa
1.0,Quá mắc so với giá _ trị thật dòng phổ _ thông của LG thì lỗi rất nhiều nhất _ là loạn cảm _ ứng và màn _ hình ám vàng Khoảng   triệu có _ thể mua Zenfone _ max pin k cấu _ hình trên hẳng con này dùng bền hơn nhiều
1.0,zenphone màn _ hình xấu nhat màu pin kém
1.0,Pin it za phai được  thi ngon
1.0,mua con xiaomi _ rmn _  còn ngon hơn
1.0,Không có gì đặc _ sắc Vậy _ mà tuyên _ bố hùng _ hồn thấy ghê
1.0,Máy_HTC _ one _ V khi xưa của mình vừa mua xong đã phải bảo _ hành không được up android Sensei chạy rất lag và nặng loa kém hơn iphone thấy rõ Từ đó mình ghét HTC
1.0,Mình không thích bầu _ bầu ở giữa như _ vậy_mà cam lại lồi nữa chứ
1.0,Phần viền màn _ hình màu đen vẫn còn dày chán
1.0,Mặt sau giống m _  mặt trước giống A nản luôn
1.0,hên quá chưa mua iphone tệ _ hại thế
1.0,đang xài iphone _  mình ghét iphone lẫn blackberry
1.0,may _ mắn là mình mới lên đên   thôi nhưng _ mà lâu _ lâu mấy cũng bị đơ hoài
1.0,Thiết _ kế đẹp nhưng android mà ram GB thì chán lắm giật tung _ toé
1.0,Cảm _ ứng phillip dễ hỏng nếu vô _ tình dính giọt nước Còn dòng này ram thấp mà chạy android _   nghe có _ vẻ không mượt
1.0,Máy _ tính và đt TQ rất hay bị cài mã độc không nên mua
1.0,không thích oppo
1.0,Xiaomi ai dùng chưa Chứ tôi cũng thấy ớn rồi đấy vừa mua con Mipad pin mah sạc đầy tắt màn _ hình đúng  ngày  tiếng bật màn _ hình còn  wifi chưa tắt Thông _ thường các máy _ tính bảng khác như ipad mini khoảng  con này cầm pin nhất samsung _ tab _  _ t  xuống  Mình chỉ đề _ cập đến máy mới  thôi đó nha
1.0,Mi không có thẻ nhớ mà quát giá trên trời
1.0, triệu thì SONY sống sao hóng SO _ FA n vào chém ợ
1.0,Chắc lại ế như S thôi
1.0,S không có hồng _ ngoại thì hơi tiếc
1.0,Chả có gì đột _ phá Chán òm
1.0,Và camera lồi lên mm v
1.0,Lại dẹt hơn dài hơn pin ít đi hả trời Tính bán phụ _ kiện hay _ sao mà dữ vậy
1.0,Mỏng thì kèm theo dung _ lượng pin kém đi không cần mỏng dày  tí cũng được Người dùng chúng _ tôi cần tăng dung _ lượng pin apple ạ
1.0,Người dùng không cần mỏng đâu dày  tí cũng được chỉ cần thêm dung _ lượng pin apple ạ
1.0,Dày thêm mm nữa ok nhưng pin khủng lên tí là ngon mà cam khả _ năng cao không bị lồi
1.0,Mỏng thì sẽ dễ bị cong nếu bỏ trong túi quần Gì cũng có cái lợi cái hại
1.0,thừa quá chỉ cần s _  hay LG _ optimus _ G la đủ rồi
1.0,Giá đó thừa sức kiếm chiếc Andoid chất _ lượng giải _ trí ngon Chứ s mua làm sơ cua mà giá đó thì quá phí tiền Đã in còn LCD thì nghe gọi nhắn_tin thôi giải _ trí thêm bực và đi viện chữa mắt chứ hay gì
1.0,Cứ cái kiểu bo _ bo tròn tròn như dòng iphone _  nhìn giống đồ nhựa Xấu không _ thể tin được đó là thiết _ kế của Apple
1.0,iPad _ Pro đã không hiệu _ quả giờ lại i _ Phone _ Pro
1.0,Đừng có cái đường viền kia nữa
1.0,sao nó không làm phím nguồn âm _ lượng bật _ tắt chế _ độ âm _ lượng chìm nhìn con dế sẽ mượt hơn biết _ mấy
1.0,vẻ bên ngoài không mấy thay _ đổi làm cho người dùng cảm _ thấy nhàm _ chán
1.0, d _ touch chỉ để quảng _ cáo có rất ít tác _ dụng
1.0,Sao iphone không tăng kích _ cỡ lên     ich nhỉ ich thì hơi nhỏ ich thì to và thô
1.0,ầy giá cũng chát gớm
1.0,in mà HD là không ổn
1.0,Thiết _ kế mà tinh _ tế nỗi gì dẹp dí dài ngoẳng như dép lào Icon thì xổ hết ra nên muốn để trống màn _ hình cũng chịu Ios càng _ ngày _ càng rườm _ rà SS LG thì tiến lên iphone thì thụt _ lùi
1.0,Váyn đề là usd thì về việt_nam bán cho ai
1.0,Viền mỏng quá cầm cứ bị lòng bàn _ tay chạm vào màn _ hình khó _ chịu
1.0,Giá này hơi cao về VN cũng khoảng   triệu Nếu _ vậy thì khó bán đây
1.0,Thiết _ kế cứ na _ ná nhau nhìn riết thì cũng bình _ thường không có đặc _ sắc nhiều kiểu như hồi đó
1.0,minh mua  cai gionee S  _ _  duoc  thang hong không biet sua ơ dau cạch den gia luon
1.0,mua hàng trung _ quốc với giá tầ mình  TRIỆU thà mua aiphon _   với giá này xài sướng hơn
1.0,Minh da xem va trai nghiem nhung may không khoi _ dong duoc va gan nhu liet ca nhan _ vien cung bo _ tay
1.0,Chưa biết nhìn thực _ tế nó thế _ nào Nhưng thiết _ kế vẫn chưa có được vẻ gì riêng Cứ na na sam vá htc
1.0,Như thời Ware tàu đẹp long _ lanh thời đầu Vài tháng hoặc năm sau mới biết chất _ lượng
1.0,mặt trước y _ chang samsung cực ghét chữ mi ở mặt trước nếu giấu ra phía sau thì nhìn đỡ hẳn mác tàu có gì đẹp _ đẽ mà khoe như dòng redmi note phía trước sạch _ sẽ là ổn
1.0,Tiếc là màn _ hình điện _ thoại Xiaomi thường _ xuyên ám vàng nhẹ nếu Xiaomi tập _ trung nâng cao chất _ lượng màn _ hình màu _ sắc trong _ trẻo đẹp như màn _ hình điện _ thoại Sony hay Apple thì tuyệt _ vời
1.0,với giá này làm con a _  a samsung chẳng hơn sao
1.0,Trông máy còn hơi dày thì _ phải mỏng hơn xíu sẽ đẹp hơn
1.0,Xài  hết pin
1.0,mình mua S  _ Edge rồi  inches quá bé
1.0,Quay xong chịu _ khó chép ra ngoài để trong máy làm _ chi mất máy là mất tất _ cả GB quay nghiệp _ dư clip ngắn ngắn cũng cả trăm clip hình thì cũng vài ngàn ảnh chứ đâu có ít gì Chứa quá nhiều mỗi lần tìm lại là cả một vấn _ đề
1.0, clip của bạn  giây  tấm hình giảm độ _ phân _ giải còn Mb hay _ sao mà vài ngàn tấm Dân nghiệp _ dư mới để trong máy Ng ta chụp xong nó tự up lên cloud rùi
1.0,Chán _ ngán các sản _ phẩm của apple chia _ tay từ lâu rồi không có hứng quay lại dùng chẳng _ qua thấy các trẻ trâu tung _ hô nhiều quá vào noi vài câu
1.0,sao cứ phải    nhỉ sao không phải là   có ngon không g cứ phải delete suốt gặp gấu suốt ngày tự sướng thì xong
1.0,Về kết _ nối G hay Wifi thì iphone cực kém và tốn pin quá _ trời iphone toàn trang _ bị chuẩn thấp lạc _ hậu để giá _ thành rẻ mà Ifan dễ dụ lắm nên Cúc làm _ gì chả được
1.0,Thôi bái bai iphone luôn quá mất thể _ diện và quá kém _ cỏi nên đuổi ngay tim _ cóc may _ ra có người _ làm tốt mới lấy lại được danh _ tiếng cho apple Giờ chỉ có samsung là lắng _ nghe người dùng thôi
1.0,Nếu đây là kiểu _ dáng của S thì thật _ sự thất _ vọng sản _ phẩm này thua xa S về thiết _ kế
1.0,Cả đời này tôi không báo giờ cầm đến ss vì ghét nhất camera lồi thấy gớm Lồi ít hay nhiều vẫn là lồi
1.0,iphone đẹp hơn
1.0,vấn _ đề là khi touch _ id hư thì không sử _ dung được thôi Đáng _ ra khi restore lại thì đáng _ lẽ_phải kích _ hoạt iphone lên được vì dữ lieu người dùng đã được xoá Vậy _ mà vẫn còn lỗi Chẳng _ qua là Apple dưới danh _ nghĩa bảo _ mật dữ lieu mà thực_chất là muốn hạn _ chế sửa _ chữa để người dùng mua iphone mới thôi Bây _ giờ dính vào kiện _ cáo mới chịu buông
1.0,không bik có ai để _ ý không nhưng khi bật chế _ độ tiết _ kiệm pin thì phía trên màn _ hình sẽ mặc _ định hiện lên  thanh màu xám Có _ thể nh ng sẽ không để _ ý nhưng minh thấy nó khá khó _ chịu
1.0,chuẩn rồi đó bạn mình cũng rất khó _ chịu vì cái này loay _ hoay len google tìm cách xoá
1.0,Mới lên sáng nay và bị lỗi wifi yếu thấy rõ và bị lỗi messege không gọi được nãn gê
1.0,Vỏ nhựa là không thích rồi
1.0,Màn _ hình   pin có mAh mà đòi dùng  ngày thật không _ thể tin nổi chắc bán cho người adùng thỉnh _ thoảng lướt web facebook thì mới trụ được đến  ngày
1.0,Điện _ thoại chạy Android và WP ngày _ càng quá _ khổ
1.0,thà mua sony ngon hơn
1.0,Cái này ra cạnh _ tranh với Mixao được chứ Oppo thì không có cửa rồi vì quá xấu
1.0,Tưởng gì mới vẫn màn _ hình dẻo ở giữa pin nằm trái bo _ mạch cứng nằm phải quấn băng keo đen lại là xong Vẫn chưa làm được pin và linh _ kiện dẻo đừng nói  năm  chục năm nữa thì với công _ nghệ đó chẳng làm xong được Chỉ cố _ ý gây _ sự chú _ ý thôi
1.0,Màn _ hình dẽo chưa biết ứbg dụng ra _ sao Nhưng smartphone có màn _ hình dẽo mình thấy nó vô _ dụng và xàm xí quá Chả ai rảnh mà tối _ ngày lấy  tay uốn _ éo cái màn _ hình smartphone cả
1.0,Nếu nó dẻo ở mức _ độ nhất _ định bẻ hơi mạnh mới uốn thì tốt mà bạn vì khỏi sợ cấn vỡ màn _ hình hay nếu có rơi cũng yên _ tâm Nhưng vấn _ đề là viên pin nếu chỉ vì cái màn _ hình mà để đt dài như _ thế_là không chấp _ nhận được
1.0,Asus làm rất tệ về độ sáng màn _ hình
1.0,Cỡ tiền này thì cũng chả rẻ
1.0,Hy _ vọng là bản demo chứ bản_chính _ thức mà như _ thế _ này thì nhìn như đồ tq
1.0,trời cái cụm camera sau kìa quá xấu
1.0,Mặt sau nhìn giống điện _ thoại giá rẻ TQ mấy năm trước thế nhỉ
1.0,hy _ vọng đây không phải là G vì mất hết những nét đặc _ trưng dòng LG
1.0,Trời _ ơi sao xấu thế _ này Đâu rồi những nét tinh _ tế của LG
1.0,Cũng có suy _ nghĩ giống bạn Đút s vào túi hơi cấn
1.0,Mua s cũ là quá đủ xài rồi hơn con asus nhiều bạn ạ
1.0,Mình đang dùng Xiaomi _ redmi _ Note _  và cảm _ thấy hối _ hận vì đã mua dù giá không đắt   triệu Chất _ lượng pin rất tệ chư được một ngày dù không chơi game Các thông _ số khác cũng hơi ảo so với thực _ tế Mình nghĩ redmi _  cũng vậy thôi Theo mình bạn nên tham _ khảo LG _ Pro _  trong cùng tầm giá đó
1.0,Đang xài redmi _  nè nhôm nguyên khối chỉ kém là phần D hơi thấp
1.0,tránh xa cái chip mediatek ra nhé bạn mình đang xài k _  _ note của lenovo chip cực tệ thêm cái là xài  sim nên dù pin mA sẽ hao hơn so với đt xài  sim chờ redmi _  giảm _ giá đi b
1.0,mình xài em này bị đứng máy hoài_à
1.0,mình mới mua được  hôm cũng cùng ý _ kiến như bạn không hài _ lòng về pin
1.0,Cáp sạc của Apple là đểu nhất trong các hãng dùng mấy bữa là toác hết cả dây
1.0,cái này thì quá chuẩn không bọc biếc cẩn _ thận là toác vỏ ngay ruột thì cũng bền nhưng cái lớp bên ngoài hở cái là rách
1.0,WP sắp chết rồi HĐH thiếu đủ thứ  năm qua chả có cái gì mới trong khi các HĐH mới cập _ nhật ào _ ào giờ làm bản Win mobile mà hứa hứa nữa hứa mãi Microsoft quá xem _ thường khách _ hàng Lúc đầu tôi mua máy WP cũng nghĩ là máy ổn _ định và mượt nhưng khi xài theo thời _ gian mới thấy chán kinh _ khủng
1.0,Không hiểu sao đang dùng Microsoft _  _ XL được quảng _ cáo là chiếc điện _ thoại tốt nhất nhưng dùng thì chậm vô _ cùng facebook vào cực _ kỳ chậm và máy thường _ xuyên bị treo do quá nóng chuyển đến trung _ tâm bảo _ hành thì báo máy nó như _ thế Rất thất _ vọng thì sản _ phẩm_giá thì cao nhưng tiện _ ích mang lại không như_ý _ muốn mặc _ dù điểm mạnh của chiếc điện _ thoại này chụp hình rất đẹp
1.0,được _ cái ngoại _ hình đẹp mà cấu _ hình lởm quá
1.0,đẹp nhưng chán dùng wp rồi
1.0,Tôi cũng mới đọc tin Mà chip chán quá Cam  thì cũng nhắm _ mắt mua Có _ điều vẫn băn _ khoăn cái lượng pin Hi _ vọng bản XL pin được 
1.0,ôi cái cấu _ hình đt mạnh kinh
1.0,Cấu _ hình khủng _ bố tinh _ thần quá giá cũng đâu hấp _ dẫn gì
1.0,Android nào lag thế Chắc lấy mấy con_ghẻ _ lở đời cũ ra để nói chứ mấy con đời  RAM GB trở _ lên là chả sợ lag Dùng_WP thì chỉ có hối _ hận thôi
1.0,Theo tôi bạn nên chọn Iphone hay điện _ thoại Android mà dùng bản _ thân tôi đang dùng XL và hoàn _ toàn thất _ vọng vì phần _ mềm quá _ ư là tệ mọi thứ đều chậm đều và máy quá nóng facebook thì post  tin phải chờ   phút mới lên Quá thất _ vọng với hệ _ điều _ hành Windows _  trên mobile và đang chờ cải _ tiến để tốt hơn
1.0,Cùng tầm tiền với  sản _ phẩm trên thì bạn có _ thể tham _ khảo khá nhiều mẫu Android cận cao _ cấp hoặc cao _ cấp Và với cấu _ hình của các sản _ phẩm Android cận cao _ cấp trở _ lên thì vấn _ đề mà bạn lo _ ngại là giật lag sẽ hầu _ như không xảy _ ra Chưa kể khi cập _ nhật lên phiên _ bản hệ _ điều _ hành mới sẽ càng mượt vì Android càng phiên _ bản cao càng mượt Mình khuyên thật lòng bởi mình cũng đang dùng  thực _ sự là quá chán với kho ứng _ dụng của Windows _ Phone từng hy _ vọng Windows _  _ Mobile sẽ là một cuộc lột _ xác ngoạn _ mục thế _ nhưng ứng _ dụng nghèo _ nàn và chất _ lượng kém thì vẫn không cải _ thiện được Ý _ kiến góp _ ý của cá _ nhân mình Mong rằng bạn sẽ có sự lựa _ chọn đúng _ đắn
1.0,Thực _ tế thi quá thất _ vọng
1.0,Chả có con nào đẹp
1.0,Quá xấu vì không phải là samsung thiết _ kế samsung khác hoàn _ toàn với apple Tính _ năng cần chụp hình hơn Note _  dung _ lượng nhớ ít _ nhất  gb fast _ charge chụp hình  Mpx thiết _ kế khác apple
1.0,Galaxy nào pin cũng nhanh chai và bị nóng máy rất hay bị lỗi và nóng lên là chạm lung _ tung đứng máy hoài
1.0,Sam _ sung dung đuơ c may thang la may bi đơ chi co ISO LA OK
1.0,Em thề là về quê em ở Hải _ Dương sóng còn không có trong ngày tết cơ Mạng G _ V Hãy lướt theo cách của bạn Còn chậm theo cách của chúng _ tôi D
1.0,mạng g mà vài phút đã mất mấy trăm _ nghìn rồi G chắc nhà mạng nó rút  triệu  phút quá
1.0,Sony tốt hơn Samsung _  về trước thời Non _ OS lúc C  làm _ mưa _ làm _ gió thì đúng như z thật Sony giờ bảo _ thủ lắm ngoài thiết _ kế ra thì không có gì có _ thể so _ sánh được với Samsung đâu bạn
1.0,Đừng mua J Am thanh thì nhỏ Sóng rất yếu bị mất sóng hoài
1.0,Nếu chọn  trong  máy trên thì mình khuyên bạn mua samsung vì sony _ m _  _ aqua đang vướng lỗi bộ _ nhớ _ trong còn rất ít để cài ứng _ dụng bạn có _ thể google để rõ hơn nếu thích sony bạn có _ thể mua dòng khác tốt luck
1.0,J đi bạn camera cùng m nhưng M chụp hình xấu tệ _ hại luôn khả _ năng bắt _ nét cực kém
1.0,Chào em_em có _ thể xem trên youtube về đánh _ giá  sản _ phẩm này Nếu anh thì anh chọn M có tính _ năng chống nước J thì có _ vẻ đẹp hơn nhưng về phần _ cứng thì không bằng đâu Máy chạy lag hay không là phần _ lớn do người dùng biết thao _ tác để tối _ ưu nha em  máy điều có cấu _ hình tương _ đương cũng khác là mạnh em không sử _ dụng app nặng nhiều thì yên _ tâm về tốc _ độ xử _ lý Chúc em mau có máy mới sử _ dụng
1.0,sony _ m _  aqua dung giật lag lắm bạn ạ
1.0,Đừng ai xài của Sony vì tôi mua Sony _ Experia _ M  mau hết pin nóng máy vô _ lý còn nhân_viên Bảo _ hành thì không có  chút cảm _ tình    khi mới mua về thì đã bị cho tới bây _ giờ tôi yêu _ cầu được đổi máy khác ngay khi mới mua  tuần nhưng không được đổi Thất _ vọng quá
1.0,Mình đang xài con m _  đây chán lắm bộ _ nhớ _ trong chỉ có g thôi có nhiều ứng _ dụng tải về không chuyển sang bộ _ nhớ _ ngoài được nên rất mau đầy khuyên bạn nên dùng j _  là không hối _ hận bạn nhé
1.0,Thời _ buổi này còn xem chụp ảnh và nghe nhạc là thế mạnh của Sony Tôi dùng vài đời Sony và đã quá thất _ vọng sau đó chuyển sang LG Samsung đều thấy hơn hẳn Sony
1.0,mình chưa xài J nhưng mình đang xài cái sony đó được  năm mình thấy nó ok chỉ _ mỗi _ tội thấy loa sony hơi nhỏ nghe nhạc phải để gần không thì xài phone thôi nghe nhạc nhiều thì tệ
1.0,Sony hay lỗi mà lắm quanh nhà mình mua sony gần _ như đi gần hết sau  năm may cái nhà mình còn bh  năm nên thay kịp không mất tiền
1.0,lên bản mới pin để từ tối đến sáng không xài tụt pin gần  đang hối _ hận vì nâng _ cấp đây
1.0,xài đồ Apple bực _ mình lắm  năm là ra cái mới trong khi cái cũ xài hoài không hư
1.0,s cua e vua nang    thi nút home liệt nan ghe
1.0,Có ai dùng s lên    lại nhanh hết pin như tôi không Nhanh hết pin quá
1.0,Suốt ngày vá lỗi thua luôn apple kiểu gì cũng vẫn lỗi
1.0,mình dùng máy iphon _  _ plus tải ios _    về máy bây _ gio dùng lag thế không být
1.0,Mình không rõ bạn mua phiên _ bản R hay R nhưng nếu là mình thì mua con M Audio _ AV  ngon hơn
1.0,dúng rồi đó bạn zen chup anh quá tệ thua ca cái samsung dưới  chai
1.0,G mình cũng mua zenfone _  ma thường bị đứnghoài ghét hối _ hận
1.0,Không nên mua Zenfone _  màn _ hình xấu chip Intel chưa hoàn _ toàn tương _ thích với một _ số phần _ mềm chụp hình bình _ thường pin cũng chả xuất _ sắc gì
1.0,Chia sẽ với các bạn tý mình đang dùng zenfone _  Thật _ sự thất _ vọng với những gì mình đã mong _ đợi Máy có độ sáng màn _ hình thấp ra nắng là mù luôn rất hay lỗi mất sóng_đôi _ khi đang nghe ai đó gọi đến tự _ nhiên mất sóng ngắt cuộc _ gọi giữa _ chừng làm họ tưởng mình không thích nghe thật tệ Nghe _ nói đa _ số dòng zen _  lỗi mất sóng và sóng yếu chụp ảnh không đẹp tuy camera  chấm chỉ được một điểm cộng duy _ nhất_là có _ mặt kính cường _ lực chống được trầy sướt nên khỏi phải dán màn _ hình không _ bao _ giờ dùng asus nửa
1.0,Một lần mua Z chính hãng nhớ _ đời dùng được  năm thì vỡ màn _ hình gẫy luôn con Victor _ barave _ sword _  trong cùng  ngày ra thay mất tr thay về được  tháng thì lỗi main mới cú Mang ra phán tr thay main em xót tiền quá mang về Mang ra hàng điện _ thoại bán xác máy tr em xót quá mang về làm kỷ _ niệm Giờ chỉ mua hàng _ xách tay của Nhật giá hợp _ lý mà bền
1.0,chup hinh xấu lam
1.0,Giá này mua V cho ngon
1.0,Lenovo chụp hình xấu nhất cõi _ đời mua dùng thử đi rồi bít
1.0,xài nhanh xuống máy lắm e ơi tầm giá đó chọn G ngon hơn
1.0,G loạn cảm _ ứng G hay tắt nguồn G hay chết mainboard Biết thì khuyên không bít thì _ thôi khuyên bậy hại người _ ta
1.0,Điện _ thoại của Mobistar khá rẻ và mình nhìn vào giá _ cả các thông _ số kỹ _ thuật của con Prim _ X cũng mê lắm tuy _ nhiên nhớ lại  lần  lượt_đi bảo _ hành cái  _ KEM thì lại thấy ngán quá đi thôi
1.0,Điện _ thoại này chế _ độ bảo _ hành rất tệ mình có mua  cái bị hư phần cảm _ ứng đến bảo _ hành họ bảo đổi cái mới và bù tiền rất nặng
1.0,Nhược _ điểm là thiết kê quá phẳng và loa để ở sau lưng nên để trên mặt bàn gần _ như không nghe thấy chuông
1.0,Ai có ý _ định mua primex thì mình khuyên hãy suy _ nghĩ_lại Mình mua một con từ lúc chưa có hàng phải đặt mua onl nhưng chưa được  năm thì cái được gọi _ là nhôm nguyên khối của primex bi bong ra Va no chỉ là viền kim _ loại ngươi ta gắn keo Thật kinh _ hoàng
1.0,Đọc những dòng của bạn thì mình thấy Ipad cũng lắm lỗi nhưng vì có _ giá cao nên người _ ta chắp _ vá để bán lại
1.0,Giá hơi cao Đành đợi  năm nữa rồi lấy em
1.0,Mặt trước màu đen không hợp với màu vỏ sau lắm
1.0,Bạn đăng bài ghi sai kích _ thước màn _ hình model _ A   chỉ có kích _ thước   thôi Giá này mà samsung đưa ra vẫn hơi chát so với cấu _ hình_như _ vậy chưa nên mua vào lúc này
1.0,Cấu _ hình bèo mà đòi đú ZenFone _ Selfie cũng  triệu  mà camera trước MP màn _ hình Full _ HD Không cạnh _ tranh nổi đâu
1.0,Oppo là hãng điện _ thoại nào mà giá trên trời vậy nhỉ
1.0,Đúng thế con neo _  màn _ hình qhd mà giá gần trieu mình không hiểu oppo định _ giá kiểu gì ảo _ tưởng vô _ cùng
1.0,vừa lên kệ hí hứng và nhận ra em nó quá tệ so với số tiền bỏ ra đúng là hàng trung _ quốc mà ảo _ tưỡng về giá
1.0,Mọi thông _ số của còn này đều thua hẳn Selfie nhưng lại có cùng mức giá bán thì nghĩ cũng khó sinh _ tồn thật Ram cũng GB như selfie chứ đâu có hơn
1.0,Oppo ảo _ tưởng giá quá
1.0,con này thua con selfie rất nhiều chỉ _ được _ cái RAM GB còn lại thì không sánh bằng con zenfone _ selfie được
1.0,Sony _ c _  camera trc  mpx chup hinh con thua oppo Oppo _ selfie đẹp thiet
1.0,Dòng smartphone giá rẻ muôn _ đời ra _ công không được tốt và linh _ kiện cũng không được ngon nên hay bị lỗi vặt và chết màn Ai may _ mắn thì dùng được máy ngon
1.0,Vẫn kiểu _ dáng thiết _ kế xấu vẫn chất _ liệu nhựa rẻ _ tiền như ngày nào Hy _ vọng chất _ lượng khá hơn Zen
1.0,Tớ không chê xấu Nhưng _ Asus nhìn như _ không thoát được thiết _ kế này Nếu bỏ _ qua màu _ mè thì khi đặt gần nhau giữa các dòng đt asus chỉ là sự phóng to thu nhỏ của một nguyên _ mẫu Quá đơn _ điệu
1.0,tôi đã dùng qua và mua giúp mấy người bạn gần  sản _ phẩm của Asus thực _ ra vì tôi bị eo _ hẹp về kinh _ tế thấy rẻ thì xài thôi nhưng thật công _ bằng thì Asus kiểu _ dáng xấu thô mau xuống _ mã khó _ chịu nhất _ là ăn pin khiếp quá
1.0,Asus ư Pin thường kém và hay lỗi sac lắm sạc lâu ví _ như Google _ Neus _  chăng hạn
1.0,Đúng là zenfone tệ thật Pin nhanh hết nghe nhỏ mau xuống _ mã
1.0,Đồng _ ý với bạn mình mới dùng mobiistar được chưa tới  tuần rồi phải ra thế _ giới di _ động đổi ngay vì bị lỗi may quá hư sớm nên không tốn _ phí đổi trả
1.0,Đã từng là người sử _ dụng đồ của GS Gold _ Star_LG_Lucky _ GS tới nay đã mất hẳn lòng tin với em nó Một mầu xanh blue nền ngập _ tràn và giao _ diện thiếu bao _ quát thân _ thiện Vĩnh _ biệt GS Gold _ Star và LG
1.0,Quanh _ đi _ quẩn _ lại vấn _ đề vẫn chỉ ở chỗ hệ _ điều _ hành Windowsphone và Windows _  _ mobile Sau một thời _ gian sử _ dụng Lumia tôi đã cảm _ thấy chán ngấy Tìm _ hiểu về Windows _  _ mobile tôi có chút _ xíu hứng _ thú nhưng tựu chung lại cốt _ lõi của nó là APP vẫn không được cải _ thiện Microsoft quá bảo _ thủ và chậm _ chạp đến giờ _ phút này chậm hơn  tháng mà trước _ đây tuyên _ bố ra _ mắt windows _  _ mobile họ vẫn chỉ phát _ hành build qua insider Bây _ giờ để viết APP cho Windows _  _ mobile người _ ta lại phải đập đi xây lại ngay từ đầu bởi cách viết cho windows _ phone _   không còn tương _ thích cho windows _  _ mobile chả ai lai hứng _ thú đi làm điều đó cả Điểm cộng duy _ nhất cho windows _ phone là nó hao_tài _ nguyên ít giờ tôi xài cái lumia chỉ để nghe gọi nhắn _ tin hết
1.0,Đã mua và trả lại gấp trong vòng  ngày mất phí  Tôi ít vọc _ vạch và windows _  đáp _ ứng đủ nhu _ cầu công _ việc Camera tốt Nhưng mua về trải _ nghiệm thì mức _ độ hoàn _ thiện bên ngoài quá kém cho  sản _ phẩm flagship của hãng Thiết _ kế vỏ bám vân tay và rất dễ trầy _ xước vỏ nhựa như _ là sản _ phẩm phổ _ thông lắp lưng chỉ cần cầm _ chắc_tay là kêu ọp _ ẹp Ai có ý _ định mua thì nên cân _ nhắc
1.0,Máy xấu và chạy Windows _ Phone thì dẹp
1.0,Facebook YouTube không chính chủ Còn nhiều nữa nhưng chỉ kể  cái đó thôi là đủ biết winphone nghèo thế _ nào rồi
1.0,Giá chát quá
1.0,Vẫn chán hay _ là góp _ ý cứ tập _ trung vào phát _ triển phần _ mềm đi vậy
1.0,Hệ _ điều _ hành Windows _ Phone và cả Windows _  _ Mobile không đáng để sử _ dụng Tiếc thay cho các máy Lumia với chất _ lượng phần _ cứng tốt nhưng lại có phần _ mềm hậu _ thuẫn quá kém _ cỏi
1.0,Cập _ nhật lạc _ hậu so với các hđh khác
1.0,Window _ Phone_Ác _ mộng của game thủ
1.0,mình không ý _ kiến gì về hệ _ điều _ hành hay thiết _ kế Nhưng có _ điều không mê được là máy nóng dã _ man hôm vào viettel cửa_hàng chỉ mới check chụp ảnh có một _ tí trong phòng mát vậy _ mà máy nóng như bỏng không biết hãng có khắc _ phục ở những lô sau không chứ nóng vậy _ mà đem dùng dưới nắng nữa chắc bốc __hoả mất
1.0,giá trên trời dưới giếng
1.0,E cũng có nghĩa _ là Expnsive giá trên trời
1.0,Bình cũ ruợu cũ giá trên trời
1.0,lại giá trên trời cho nhưng fan cuồng gọi táo là thần _ thánh
1.0,iphone gio lai quay ve vong luan _ quan_gia ca thi tren troi
1.0, thì _ thôi đi
1.0,Không nên dùng hàng trung _ quốc
1.0,Rẻ cũng không chơi
1.0,Không _ thể tưởng _ tượng mức giá nhưng tôi không tin vào sản_phẩm china
1.0,Giá hấp _ dẫn nhưng xài lâu máy nhanh xuống _ cấp do dùng linh _ kiện rẻ _ tiền chất _ lượng nửa _ vời Mua sony _ flagship _  hand dùng hợp _ lý hơn
